Time,Length
2022-06-01 21:48:05.000,56
2022-06-01 21:48:10.000,592.908285805507
2022-06-01 21:48:15.000,646.891787699034
2022-06-01 21:48:20.000,748.785344035771
2022-06-01 21:48:25.000,962.733510105544
2022-06-01 21:48:30.000,956.787548482658
2022-06-01 21:48:35.000,999.04079522855
2022-06-01 21:48:40.000,966.597039030932
2022-06-01 21:48:45.000,919.319701308807
2022-06-01 21:48:50.000,1005.12469670977
2022-06-01 21:48:55.000,971.465795295089
2022-06-01 21:49:00.000,903.286039819792
2022-06-01 21:49:05.000,895.8668003919
2022-06-01 21:49:10.000,936.806119592234
2022-06-01 21:49:15.000,962.976623146689
2022-06-01 21:49:20.000,895.079932562846
2022-06-01 21:49:25.000,964.293796416744
2022-06-01 21:49:30.000,933.625136856896
2022-06-01 21:49:35.000,937.359878819511
2022-06-01 21:49:40.000,987.656392812305
2022-06-01 21:49:45.000,1005.76701125699
2022-06-01 21:49:50.000,1004.21297849306
2022-06-01 21:49:55.000,955.708013552082
2022-06-01 21:50:00.000,1015.93010409978
2022-06-01 21:50:05.000,993.609259335733
2022-06-01 21:50:10.000,862.838162911728
2022-06-01 21:50:15.000,337.652275037961
2022-06-01 21:50:20.000,697.764084466547
2022-06-01 21:50:25.000,881.541396683396
2022-06-01 21:50:30.000,908.62927249716
2022-06-01 21:50:35.000,966.920266355517
2022-06-01 21:50:40.000,921.374316523823
2022-06-01 21:50:45.000,1005.7158357305
2022-06-01 21:50:50.000,1049.54687918445
2022-06-01 21:50:55.000,963.350127321172
2022-06-01 21:51:00.000,893.023907973961
2022-06-01 21:51:05.000,978.683222342323
2022-06-01 21:51:10.000,974.532876683726
2022-06-01 21:51:15.000,959.019545070639
2022-06-01 21:51:20.000,1027.61912699428
2022-06-01 21:51:25.000,1025.61962754942
2022-06-01 21:51:30.000,931.187086007507
2022-06-01 21:51:35.000,908.23314730282
2022-06-01 21:51:40.000,985.964861434951
2022-06-01 21:51:45.000,967.829380181918
2022-06-01 21:51:50.000,956.968607224436
2022-06-01 21:51:55.000,629.781874104509
2022-06-01 21:52:00.000,654.655294142411
2022-06-01 21:52:05.000,987.932321702437
2022-06-01 21:52:10.000,1003.62436681408
2022-06-01 21:52:15.000,1004.73763650463
2022-06-01 21:52:20.000,944.036733682326
2022-06-01 21:52:25.000,1037.47144050619
2022-06-01 21:52:30.000,1043.62881442157
2022-06-01 21:52:35.000,1007.37120192426
2022-06-01 21:52:40.000,1026.97292377476
2022-06-01 21:52:45.000,989.628515768447
2022-06-01 21:52:50.000,1012.98200400751
2022-06-01 21:52:55.000,1004.702288629
2022-06-01 21:53:00.000,1009.66785510007
2022-06-01 21:53:05.000,981.933439321208
2022-06-01 21:53:10.000,977.639795572179
2022-06-01 21:53:15.000,1008.06449233479
2022-06-01 21:53:20.000,1005.95923642644
2022-06-01 21:53:25.000,989.890490885814
2022-06-01 21:53:30.000,983.745834755142
2022-06-01 21:53:35.000,948.293256984801
2022-06-01 21:53:40.000,1043.10936484055
2022-06-01 21:53:45.000,1004.76009260604
2022-06-01 21:53:50.000,987.995512198944
2022-06-01 21:53:55.000,989.538336031583
2022-06-01 21:54:00.000,1000.53332595058
2022-06-01 21:54:05.000,916.364636465714
2022-06-01 21:54:10.000,1018.12795034767
2022-06-01 21:54:15.000,1006.69049430102
2022-06-01 21:54:20.000,988.551300185979
2022-06-01 21:54:25.000,1032.14239229817
2022-06-01 21:54:30.000,922.55300426174
2022-06-01 21:54:35.000,984.239777488626
2022-06-01 21:54:40.000,985.277718678449
2022-06-01 21:54:45.000,1011.09224040212
2022-06-01 21:54:50.000,1034.29082124851
2022-06-01 21:54:55.000,956.450095553003
2022-06-01 21:55:00.000,888.902565661552
2022-06-01 21:55:05.000,929.719328001042
2022-06-01 21:55:10.000,930.149326469262
2022-06-01 21:55:15.000,935.657110346138
2022-06-01 21:55:20.000,970.480893039806
2022-06-01 21:55:25.000,1033.83697848813
2022-06-01 21:55:30.000,938.003452536629
2022-06-01 21:55:35.000,884.580152266692
2022-06-01 21:55:40.000,1023.70661412742
2022-06-01 21:55:45.000,1019.5693260579
2022-06-01 21:55:50.000,965.949117981835
2022-06-01 21:55:55.000,996.50733026911
2022-06-01 21:56:00.000,996.588964594628
2022-06-01 21:56:05.000,996.806319465053
2022-06-01 21:56:10.000,1014.43147234148
2022-06-01 21:56:15.000,1029.0362773456
2022-06-01 21:56:20.000,1007.48722659933
2022-06-01 21:56:25.000,870.156331258323
2022-06-01 21:56:30.000,1003.15801518622
2022-06-01 21:56:35.000,947.298665305239
2022-06-01 21:56:40.000,971.187690930621
2022-06-01 21:56:45.000,900.640298875051
2022-06-01 21:56:50.000,799.068787074183
2022-06-01 21:56:55.000,849.218487569396
2022-06-01 21:57:00.000,884.840741871306
2022-06-01 21:57:05.000,894.03799383289
2022-06-01 21:57:10.000,971.251380979952
2022-06-01 21:57:15.000,988.595194514955
2022-06-01 21:57:20.000,875.64376797654
2022-06-01 21:57:25.000,952.016844746139
2022-06-01 21:57:30.000,952.447429839969
2022-06-01 21:57:35.000,931.391072785686
2022-06-01 21:57:40.000,967.33163155919
2022-06-01 21:57:45.000,946.931486846044
2022-06-01 21:57:50.000,987.145014793903
2022-06-01 21:57:55.000,963.366947135185
2022-06-01 21:58:00.000,1011.45426620653
2022-06-01 21:58:05.000,1028.67432254372
2022-06-01 21:58:10.000,1008.03652750643
2022-06-01 21:58:15.000,933.545043845592
2022-06-01 21:58:20.000,994.495951801543
2022-06-01 21:58:25.000,1027.54076053827
2022-06-01 21:58:30.000,1028.14974237065
2022-06-01 21:58:35.000,1013.40511696142
2022-06-01 21:58:40.000,819.115526572348
2022-06-01 21:58:45.000,750.816580119967
2022-06-01 21:58:50.000,673.900059753346
2022-06-01 21:58:55.000,847.429501080138
2022-06-01 21:59:00.000,827.353404959653
2022-06-01 21:59:05.000,890.520761879245
2022-06-01 21:59:10.000,859.002149096948
2022-06-01 21:59:15.000,877.337526595521
2022-06-01 21:59:20.000,868.613926120932
2022-06-01 21:59:25.000,970.868532592205
2022-06-01 21:59:30.000,702.642173877541
2022-06-01 21:59:35.000,1007.43442270704
2022-06-01 21:59:40.000,913.385941692851
2022-06-01 21:59:45.000,967.879576477809
2022-06-01 21:59:50.000,932.236597090579
2022-06-01 21:59:55.000,792.945644908113
2022-06-01 22:00:00.000,1034.88061782903
2022-06-01 22:00:05.000,862.981170362881
2022-06-01 22:00:10.000,760.651702019423
2022-06-01 22:00:15.000,1008.493699689
2022-06-01 22:00:20.000,1017.02029759753
2022-06-01 22:00:25.000,737.936493993009
2022-06-01 22:00:30.000,863.549831237639
2022-06-01 22:00:35.000,926.293294671807
2022-06-01 22:00:40.000,1022.97348981493
2022-06-01 22:00:45.000,1034.5307378298
2022-06-01 22:00:50.000,987.813444023166
2022-06-01 22:00:55.000,988.035649931649
2022-06-01 22:01:00.000,900.020987436839
2022-06-01 22:01:05.000,876.516745906892
2022-06-01 22:01:10.000,967.225166479994
2022-06-01 22:01:15.000,1014.13154779121
2022-06-01 22:01:20.000,1000.47315785638
2022-06-01 22:01:25.000,950.326943680629
2022-06-01 22:01:30.000,953.95698086876
2022-06-01 22:01:35.000,927.477856453087
2022-06-01 22:01:40.000,1019.47114823579
2022-06-01 22:01:45.000,1004.53871612172
2022-06-01 22:01:50.000,953.852443288181
2022-06-01 22:01:55.000,1019.16324467584
2022-06-01 22:02:00.000,985.215969346035
2022-06-01 22:02:05.000,958.629803902607
2022-06-01 22:02:10.000,951.794697976521
2022-06-01 22:02:15.000,982.326746842596
2022-06-01 22:02:20.000,976.028764592103
2022-06-01 22:02:25.000,960.289088877331
2022-06-01 22:02:30.000,968.291680674253
2022-06-01 22:02:35.000,1026.07141504079
2022-06-01 22:02:40.000,986.04995028728
2022-06-01 22:02:45.000,1010.00605836449
2022-06-01 22:02:50.000,958.096990927131
2022-06-01 22:02:55.000,901.149459254094
2022-06-01 22:03:00.000,977.800597087722
2022-06-01 22:03:05.000,1034.32203765519
2022-06-01 22:03:10.000,960.851625498747
2022-06-01 22:03:15.000,918.199315247561
2022-06-01 22:03:20.000,960.206166143991
2022-06-01 22:03:25.000,1060.5728137361
2022-06-01 22:03:30.000,979.783829671817
2022-06-01 22:03:35.000,862.391606822893
2022-06-01 22:03:40.000,896.351300496862
2022-06-01 22:03:45.000,1042.92488615984
2022-06-01 22:03:50.000,992.071653951001
2022-06-01 22:03:55.000,971.66262345925
2022-06-01 22:04:00.000,930.886649976096
2022-06-01 22:04:05.000,777.820229768446
2022-06-01 22:04:10.000,724.183000700008
2022-06-01 22:04:15.000,678.299955005197
2022-06-01 22:04:20.000,428.033281961723
2022-06-01 22:04:25.000,864.80856112185
2022-06-01 22:04:30.000,1017.78534463377
2022-06-01 22:04:35.000,983.70536542248
2022-06-01 22:04:40.000,1034.82399125491
2022-06-01 22:04:45.000,1035.11837461487
2022-06-01 22:04:50.000,1005.23376020732
2022-06-01 22:04:55.000,929.909139875376
2022-06-01 22:05:00.000,450.841667763092
2022-06-01 22:05:05.000,551.988762272609
2022-06-01 22:05:10.000,588.174605890004
2022-06-01 22:05:15.000,710.255655255763
2022-06-01 22:05:20.000,925.658993379697
2022-06-01 22:05:25.000,667.321820166589
2022-06-01 22:05:30.000,732.396153953336
2022-06-01 22:05:35.000,663.015752406241
2022-06-01 22:05:40.000,459.869149393709
2022-06-01 22:05:45.000,954.575631191693
2022-06-01 22:05:50.000,688.448444632809
2022-06-01 22:05:55.000,698.592072367272
2022-06-01 22:06:00.000,816.897738094114
2022-06-01 22:06:05.000,889.063071590862
2022-06-01 22:06:10.000,745.330763679387
2022-06-01 22:06:15.000,746.270201415049
2022-06-01 22:06:20.000,846.15302885644
2022-06-01 22:06:25.000,746.272405249221
2022-06-01 22:06:30.000,705.678314973097
2022-06-01 22:06:35.000,859.185466298057
2022-06-01 22:06:40.000,883.709833487651
2022-06-01 22:06:45.000,896.218573182326
2022-06-01 22:06:50.000,725.815153242024
2022-06-01 22:06:55.000,820.363783214378
2022-06-01 22:07:00.000,837.551134630844
2022-06-01 22:07:05.000,849.670724000427
2022-06-01 22:07:10.000,945.57207859786
2022-06-01 22:07:15.000,758.669649680941
2022-06-01 22:07:20.000,863.803460951295
2022-06-01 22:07:25.000,812.492695479769
2022-06-01 22:07:30.000,852.5992805858
2022-06-01 22:07:35.000,914.498012118327
2022-06-01 22:07:40.000,945.433248818398
