Time,Length
2022-06-07 13:49:29.500,118.333333333333
2022-06-07 13:49:30.000,104.24
2022-06-07 13:49:30.500,122.566666666667
2022-06-07 13:49:31.000,104.28
2022-06-07 13:49:31.500,138.605263157895
2022-06-07 13:49:32.000,255.242424242424
2022-06-07 13:49:32.500,104.346153846154
2022-06-07 13:49:33.000,110.076923076923
2022-06-07 13:49:33.500,103.615384615385
2022-06-07 13:49:34.000,105.846153846154
2022-06-07 13:49:34.500,140.90625
2022-06-07 13:49:35.000,235.52
2022-06-07 13:49:35.500,421.740740740741
2022-06-07 13:49:36.000,644.647619047619
2022-06-07 13:49:36.500,501.52380952381
2022-06-07 13:49:37.000,463.822222222222
2022-06-07 13:49:37.500,505.262773722628
2022-06-07 13:49:38.000,442.464285714286
2022-06-07 13:49:38.500,558.931297709924
2022-06-07 13:49:39.000,641.814814814815
2022-06-07 13:49:39.500,558.386934673367
2022-06-07 13:49:40.000,546.14201183432
2022-06-07 13:49:40.500,622.058823529412
2022-06-07 13:49:41.000,682.290697674419
2022-06-07 13:49:41.500,647.806451612903
2022-06-07 13:49:42.000,677.198895027624
2022-06-07 13:49:42.500,756.231441048035
2022-06-07 13:49:43.000,512.9375
2022-06-07 13:49:43.500,597.967032967033
2022-06-07 13:49:44.000,508.560240963855
2022-06-07 13:49:44.500,634.106280193237
2022-06-07 13:49:45.000,614.727722772277
2022-06-07 13:49:45.500,639.121052631579
2022-06-07 13:49:46.000,529.38961038961
2022-06-07 13:49:46.500,616.833333333333
2022-06-07 13:49:47.000,639.769230769231
2022-06-07 13:49:47.500,557.701657458564
2022-06-07 13:49:48.000,652.25
2022-06-07 13:49:48.500,651.52
2022-06-07 13:49:49.000,577.137142857143
2022-06-07 13:49:49.500,628.084577114428
2022-06-07 13:49:50.000,597.887804878049
2022-06-07 13:49:50.500,545.677419354839
2022-06-07 13:49:51.000,633.432835820896
2022-06-07 13:49:51.500,507.597989949749
2022-06-07 13:49:52.000,595.145728643216
2022-06-07 13:49:52.500,579.563535911602
2022-06-07 13:49:53.000,568.409090909091
2022-06-07 13:49:53.500,578.810650887574
2022-06-07 13:49:54.000,665.536796536796
2022-06-07 13:49:54.500,566.643274853801
2022-06-07 13:49:55.000,651.917475728155
2022-06-07 13:49:55.500,594.426966292135
2022-06-07 13:49:56.000,636.071748878924
2022-06-07 13:49:56.500,608.770491803279
2022-06-07 13:49:57.000,633.460093896714
2022-06-07 13:49:57.500,588.077380952381
2022-06-07 13:49:58.000,593.851282051282
2022-06-07 13:49:58.500,602.781094527363
2022-06-07 13:49:59.000,611.995215311005
2022-06-07 13:49:59.500,649.762790697674
2022-06-07 13:50:00.000,641.964467005076
2022-06-07 13:50:00.500,580.865591397849
2022-06-07 13:50:01.000,608.26511627907
2022-06-07 13:50:01.500,521.811764705882
